title,price,area_sqm,bedrooms,bathrooms,property_type,furnishing,location,description,url,scraped_at,source,price_per_sqm,log_price,city
Duplex in Alexandria,2867848,168,3,1,Duplex,Unfurnished,Alexandria,"Beautiful duplex in Alexandria. 3 bedrooms, 1 bathrooms, 168 sqm. Unfurnished.",https://example.com/property/927,2026-05-04T18:39:28.478519,sample,17070.52380952381,14.869072829385328,Alexandria
Villa in Alexandria,8731297,385,3,3,Villa,Furnished,Alexandria,"Beautiful villa in Alexandria. 3 bedrooms, 3 bathrooms, 385 sqm. Furnished.",https://example.com/property/928,2026-05-04T18:39:28.478522,sample,22678.693506493506,15.98242459946693,Alexandria
Duplex in Sheikh Zayed,3650486,138,4,5,Duplex,Unfurnished,Sheikh Zayed,"Beautiful duplex in Sheikh Zayed. 4 bedrooms, 5 bathrooms, 138 sqm. Unfurnished.",https://example.com/property/929,2026-05-04T18:39:28.478525,sample,26452.797101449276,15.11037114131593,Sheikh Zayed
Townhouse in Alexandria,3418607,177,4,2,Townhouse,Furnished,Alexandria,"Beautiful townhouse in Alexandria. 4 bedrooms, 2 bathrooms, 177 sqm. Furnished.",https://example.com/property/930,2026-05-04T18:39:28.478528,sample,19314.16384180791,15.044744008640805,Alexandria
Duplex in New Cairo,2346436,136,2,1,Duplex,Furnished,New Cairo,"Beautiful duplex in New Cairo. 2 bedrooms, 1 bathrooms, 136 sqm. Furnished.",https://example.com/property/931,2026-05-04T18:39:28.478531,sample,17253.20588235294,14.668408565358419,Cairo
Villa in New Cairo,3902767,160,4,5,Villa,Unfurnished,New Cairo,"Beautiful villa in New Cairo. 4 bedrooms, 5 bathrooms, 160 sqm. Unfurnished.",https://example.com/property/932,2026-05-04T18:39:28.478535,sample,24392.29375,15.177196602940748,Cairo
Townhouse in New Cairo,3323841,181,2,2,Townhouse,Semi-furnished,New Cairo,"Beautiful townhouse in New Cairo. 2 bedrooms, 2 bathrooms, 181 sqm. Semi-furnished.",https://example.com/property/933,2026-05-04T18:39:28.478538,sample,18363.762430939227,15.016631900735083,Cairo
Apartment in Sheikh Zayed,983112,74,1,1,Apartment,Furnished,Sheikh Zayed,"Beautiful apartment in Sheikh Zayed. 1 bedrooms, 1 bathrooms, 74 sqm. Furnished.",https://example.com/property/934,2026-05-04T18:39:28.478541,sample,13285.297297297297,13.798479346744344,Sheikh Zayed
Townhouse in Alexandria,2696011,120,5,4,Townhouse,Unfurnished,Alexandria,"Beautiful townhouse in Alexandria. 5 bedrooms, 4 bathrooms, 120 sqm. Unfurnished.",https://example.com/property/935,2026-05-04T18:39:28.478545,sample,22466.758333333335,14.807284202043004,Alexandria
Duplex in Sheikh Zayed,2266430,174,2,1,Duplex,Unfurnished,Sheikh Zayed,"Beautiful duplex in Sheikh Zayed. 2 bedrooms, 1 bathrooms, 174 sqm. Unfurnished.",https://example.com/property/936,2026-05-04T18:39:28.478548,sample,13025.459770114943,14.633716905484674,Sheikh Zayed
Duplex in Giza,4491309,223,3,4,Duplex,Semi-furnished,Giza,"Beautiful duplex in Giza. 3 bedrooms, 4 bathrooms, 223 sqm. Semi-furnished.",https://example.com/property/937,2026-05-04T18:39:28.478551,sample,20140.399103139014,15.317654976630399,Giza
Duplex in Alexandria,4674202,210,2,3,Duplex,Semi-furnished,Alexandria,"Beautiful duplex in Alexandria. 2 bedrooms, 3 bathrooms, 210 sqm. Semi-furnished.",https://example.com/property/938,2026-05-04T18:39:28.478554,sample,22258.10476190476,15.357569224887916,Alexandria
Studio in Alexandria,510930,46,0,1,Studio,Furnished,Alexandria,"Beautiful studio in Alexandria. 0 bedrooms, 1 bathrooms, 46 sqm. Furnished.",https://example.com/property/939,2026-05-04T18:39:28.478557,sample,11107.173913043478,13.14398983071435,Alexandria
Townhouse in Alexandria,2221477,151,4,5,Townhouse,Unfurnished,Alexandria,"Beautiful townhouse in Alexandria. 4 bedrooms, 5 bathrooms, 151 sqm. Unfurnished.",https://example.com/property/940,2026-05-04T18:39:28.478560,sample,14711.76821192053,14.613683298090518,Alexandria
Studio in Cairo,318401,30,0,1,Studio,Furnished,Cairo,"Beautiful studio in Cairo. 0 bedrooms, 1 bathrooms, 30 sqm. Furnished.",https://example.com/property/941,2026-05-04T18:39:28.478564,sample,10613.366666666667,12.671070014339673,Cairo
Duplex in Cairo,3829361,225,2,2,Duplex,Furnished,Cairo,"Beautiful duplex in Cairo. 2 bedrooms, 2 bathrooms, 225 sqm. Furnished.",https://example.com/property/942,2026-05-04T18:39:28.478567,sample,17019.382222222222,15.158208767646435,Cairo
Villa in Cairo,8439398,283,5,6,Villa,Furnished,Cairo,"Beautiful villa in Cairo. 5 bedrooms, 6 bathrooms, 283 sqm. Furnished.",https://example.com/property/943,2026-05-04T18:39:28.478570,sample,29821.194346289754,15.948421655505886,Cairo
Studio in Alexandria,418003,33,0,1,Studio,Semi-furnished,Alexandria,"Beautiful studio in Alexandria. 0 bedrooms, 1 bathrooms, 33 sqm. Semi-furnished.",https://example.com/property/944,2026-05-04T18:39:28.478572,sample,12666.757575757576,12.943246280839098,Alexandria
Villa in Sheikh Zayed,6074727,182,5,3,Villa,Semi-furnished,Sheikh Zayed,"Beautiful villa in Sheikh Zayed. 5 bedrooms, 3 bathrooms, 182 sqm. Semi-furnished.",https://example.com/property/945,2026-05-04T18:39:28.478576,sample,33377.62087912088,15.619647772525964,Sheikh Zayed
Townhouse in Sheikh Zayed,3598750,209,4,3,Townhouse,Furnished,Sheikh Zayed,"Beautiful townhouse in Sheikh Zayed. 4 bedrooms, 3 bathrooms, 209 sqm. Furnished.",https://example.com/property/946,2026-05-04T18:39:28.478580,sample,17218.8995215311,15.096097398782746,Sheikh Zayed
Studio in 6th October,407145,49,0,1,Studio,Semi-furnished,6th October,"Beautiful studio in 6th October. 0 bedrooms, 1 bathrooms, 49 sqm. Semi-furnished.",https://example.com/property/947,2026-05-04T18:39:28.478582,sample,8309.081632653062,12.916927122457972,6th October
Studio in 6th October,481389,60,0,1,Studio,Furnished,6th October,"Beautiful studio in 6th October. 0 bedrooms, 1 bathrooms, 60 sqm. Furnished.",https://example.com/property/948,2026-05-04T18:39:28.478586,sample,8023.15,13.084433031369196,6th October
Apartment in 6th October,1255209,170,1,1,Apartment,Unfurnished,6th October,"Beautiful apartment in 6th October. 1 bedrooms, 1 bathrooms, 170 sqm. Unfurnished.",https://example.com/property/949,2026-05-04T18:39:28.478589,sample,7383.582352941176,14.042813447227095,6th October
Apartment in Giza,2183793,91,3,4,Apartment,Furnished,Giza,"Beautiful apartment in Giza. 3 bedrooms, 4 bathrooms, 91 sqm. Furnished.",https://example.com/property/950,2026-05-04T18:39:28.478592,sample,23997.725274725275,14.596574289053978,Giza
Studio in Giza,524404,49,0,1,Studio,Semi-furnished,Giza,"Beautiful studio in Giza. 0 bedrooms, 1 bathrooms, 49 sqm. Semi-furnished.",https://example.com/property/951,2026-05-04T18:39:28.478595,sample,10702.122448979591,13.170019565532558,Giza
Apartment in 6th October,2612033,182,4,4,Apartment,Furnished,6th October,"Beautiful apartment in 6th October. 4 bedrooms, 4 bathrooms, 182 sqm. Furnished.",https://example.com/property/952,2026-05-04T18:39:28.478598,sample,14351.829670329671,14.77563978613907,6th October
Duplex in Sheikh Zayed,1992077,107,2,2,Duplex,Unfurnished,Sheikh Zayed,"Beautiful duplex in Sheikh Zayed. 2 bedrooms, 2 bathrooms, 107 sqm. Unfurnished.",https://example.com/property/953,2026-05-04T18:39:28.478601,sample,18617.542056074766,14.504688872986586,Sheikh Zayed
Villa in Cairo,6240819,358,4,2,Villa,Furnished,Cairo,"Beautiful villa in Cairo. 4 bedrooms, 2 bathrooms, 358 sqm. Furnished.",https://example.com/property/954,2026-05-04T18:39:28.478604,sample,17432.45530726257,15.64662214196845,Cairo
Villa in New Cairo,7587481,207,5,5,Villa,Furnished,New Cairo,"Beautiful villa in New Cairo. 5 bedrooms, 5 bathrooms, 207 sqm. Furnished.",https://example.com/property/955,2026-05-04T18:39:28.478608,sample,36654.497584541066,15.842010342024178,Cairo
Apartment in New Cairo,3256844,166,4,5,Apartment,Semi-furnished,New Cairo,"Beautiful apartment in New Cairo. 4 bedrooms, 5 bathrooms, 166 sqm. Semi-furnished.",https://example.com/property/956,2026-05-04T18:39:28.478611,sample,19619.5421686747,14.99626949331937,Cairo
Studio in Sheikh Zayed,465907,35,0,1,Studio,Semi-furnished,Sheikh Zayed,"Beautiful studio in Sheikh Zayed. 0 bedrooms, 1 bathrooms, 35 sqm. Semi-furnished.",https://example.com/property/957,2026-05-04T18:39:28.478614,sample,13311.628571428571,13.05174346872422,Sheikh Zayed
Duplex in 6th October,1936983,114,4,2,Duplex,Unfurnished,6th October,"Beautiful duplex in 6th October. 4 bedrooms, 2 bathrooms, 114 sqm. Unfurnished.",https://example.com/property/958,2026-05-04T18:39:28.478617,sample,16991.07894736842,14.476642682158838,6th October
Townhouse in Cairo,3418008,238,3,1,Townhouse,Furnished,Cairo,"Beautiful townhouse in Cairo. 3 bedrooms, 1 bathrooms, 238 sqm. Furnished.",https://example.com/property/959,2026-05-04T18:39:28.478620,sample,14361.378151260504,15.044568775772989,Cairo
Villa in 6th October,6034577,347,3,3,Villa,Semi-furnished,6th October,"Beautiful villa in 6th October. 3 bedrooms, 3 bathrooms, 347 sqm. Semi-furnished.",https://example.com/property/960,2026-05-04T18:39:28.478623,sample,17390.71181556196,15.61301648463391,6th October
Apartment in Alexandria,1374775,86,1,2,Apartment,Furnished,Alexandria,"Beautiful apartment in Alexandria. 1 bedrooms, 2 bathrooms, 86 sqm. Furnished.",https://example.com/property/961,2026-05-04T18:39:28.478627,sample,15985.755813953489,14.133801366720773,Alexandria
Duplex in Alexandria,3432933,184,2,1,Duplex,Semi-furnished,Alexandria,"Beautiful duplex in Alexandria. 2 bedrooms, 1 bathrooms, 184 sqm. Semi-furnished.",https://example.com/property/962,2026-05-04T18:39:28.478630,sample,18657.244565217392,15.048925847087531,Alexandria
Villa in Cairo,6841870,358,3,3,Villa,Unfurnished,Cairo,"Beautiful villa in Cairo. 3 bedrooms, 3 bathrooms, 358 sqm. Unfurnished.",https://example.com/property/963,2026-05-04T18:39:28.478633,sample,19111.368715083798,15.738571790205729,Cairo
Townhouse in New Cairo,3540317,212,4,2,Townhouse,Unfurnished,New Cairo,"Beautiful townhouse in New Cairo. 4 bedrooms, 2 bathrooms, 212 sqm. Unfurnished.",https://example.com/property/964,2026-05-04T18:39:28.478637,sample,16699.60849056604,15.079727111583914,Cairo
Townhouse in Cairo,3497015,260,5,5,Townhouse,Semi-furnished,Cairo,"Beautiful townhouse in Cairo. 5 bedrooms, 5 bathrooms, 260 sqm. Semi-furnished.",https://example.com/property/965,2026-05-04T18:39:28.478641,sample,13450.057692307691,15.067420591385346,Cairo
Duplex in Sheikh Zayed,3419358,127,2,3,Duplex,Furnished,Sheikh Zayed,"Beautiful duplex in Sheikh Zayed. 2 bedrooms, 3 bathrooms, 127 sqm. Furnished.",https://example.com/property/966,2026-05-04T18:39:28.478644,sample,26924.07874015748,15.044963664571586,Sheikh Zayed
Villa in New Cairo,6249461,385,4,2,Villa,Unfurnished,New Cairo,"Beautiful villa in New Cairo. 4 bedrooms, 2 bathrooms, 385 sqm. Unfurnished.",https://example.com/property/967,2026-05-04T18:39:28.478648,sample,16232.366233766234,15.648005938007488,Cairo
Townhouse in Alexandria,5092645,273,5,6,Townhouse,Semi-furnished,Alexandria,"Beautiful townhouse in Alexandria. 5 bedrooms, 6 bathrooms, 273 sqm. Semi-furnished.",https://example.com/property/968,2026-05-04T18:39:28.478651,sample,18654.37728937729,15.443308096284307,Alexandria
Townhouse in 6th October,1492379,122,2,3,Townhouse,Unfurnished,6th October,"Beautiful townhouse in 6th October. 2 bedrooms, 3 bathrooms, 122 sqm. Unfurnished.",https://example.com/property/969,2026-05-04T18:39:28.478654,sample,12232.61475409836,14.215882719006428,6th October
Villa in Giza,3523091,189,5,3,Villa,Unfurnished,Giza,"Beautiful villa in Giza. 5 bedrooms, 3 bathrooms, 189 sqm. Unfurnished.",https://example.com/property/970,2026-05-04T18:39:28.478658,sample,18640.693121693123,15.074849571089702,Giza
Villa in Alexandria,8029754,302,4,5,Villa,Furnished,Alexandria,"Beautiful villa in Alexandria. 4 bedrooms, 5 bathrooms, 302 sqm. Furnished.",https://example.com/property/971,2026-05-04T18:39:28.478661,sample,26588.58940397351,15.898664574872182,Alexandria
Villa in New Cairo,3800696,186,4,4,Villa,Unfurnished,New Cairo,"Beautiful villa in New Cairo. 4 bedrooms, 4 bathrooms, 186 sqm. Unfurnished.",https://example.com/property/972,2026-05-04T18:39:28.478664,sample,20433.84946236559,15.150695028929661,Cairo
Studio in Giza,506544,51,0,1,Studio,Unfurnished,Giza,"Beautiful studio in Giza. 0 bedrooms, 1 bathrooms, 51 sqm. Unfurnished.",https://example.com/property/973,2026-05-04T18:39:28.478667,sample,9932.235294117647,13.135368443739198,Giza
Duplex in Alexandria,3988953,225,3,4,Duplex,Unfurnished,Alexandria,"Beautiful duplex in Alexandria. 3 bedrooms, 4 bathrooms, 225 sqm. Unfurnished.",https://example.com/property/974,2026-05-04T18:39:28.478671,sample,17728.68,15.199039599108845,Alexandria
Duplex in New Cairo,4267890,171,2,3,Duplex,Unfurnished,New Cairo,"Beautiful duplex in New Cairo. 2 bedrooms, 3 bathrooms, 171 sqm. Unfurnished.",https://example.com/property/975,2026-05-04T18:39:28.478675,sample,24958.42105263158,15.266630352183562,Cairo
Villa in Sheikh Zayed,6656303,247,5,4,Villa,Unfurnished,Sheikh Zayed,"Beautiful villa in Sheikh Zayed. 5 bedrooms, 4 bathrooms, 247 sqm. Unfurnished.",https://example.com/property/976,2026-05-04T18:39:28.478678,sample,26948.595141700403,15.711074933517121,Sheikh Zayed
Duplex in 6th October,4030623,231,3,1,Duplex,Unfurnished,6th October,"Beautiful duplex in 6th October. 3 bedrooms, 1 bathrooms, 231 sqm. Unfurnished.",https://example.com/property/977,2026-05-04T18:39:28.478681,sample,17448.584415584417,15.209431760646268,6th October
Villa in Cairo,6159949,275,5,3,Villa,Furnished,Cairo,"Beautiful villa in Cairo. 5 bedrooms, 3 bathrooms, 275 sqm. Furnished.",https://example.com/property/978,2026-05-04T18:39:28.478684,sample,22399.814545454545,15.633579218593644,Cairo
Townhouse in Cairo,2903558,244,3,3,Townhouse,Unfurnished,Cairo,"Beautiful townhouse in Cairo. 3 bedrooms, 3 bathrooms, 244 sqm. Unfurnished.",https://example.com/property/979,2026-05-04T18:39:28.478687,sample,11899.827868852459,14.88144778389087,Cairo
Townhouse in Sheikh Zayed,3064449,130,5,4,Townhouse,Unfurnished,Sheikh Zayed,"Beautiful townhouse in Sheikh Zayed. 5 bedrooms, 4 bathrooms, 130 sqm. Unfurnished.",https://example.com/property/980,2026-05-04T18:39:28.478690,sample,23572.684615384616,14.93537866589947,Sheikh Zayed
Villa in New Cairo,5921790,217,6,4,Villa,Semi-furnished,New Cairo,"Beautiful villa in New Cairo. 6 bedrooms, 4 bathrooms, 217 sqm. Semi-furnished.",https://example.com/property/981,2026-05-04T18:39:28.478694,sample,27289.354838709678,15.594149494889855,Cairo
Apartment in Cairo,1119439,107,1,1,Apartment,Semi-furnished,Cairo,"Beautiful apartment in Cairo. 1 bedrooms, 1 bathrooms, 107 sqm. Semi-furnished.",https://example.com/property/982,2026-05-04T18:39:28.478698,sample,10462.046728971962,13.928339118229594,Cairo
Townhouse in Cairo,3106438,260,3,2,Townhouse,Unfurnished,Cairo,"Beautiful townhouse in Cairo. 3 bedrooms, 2 bathrooms, 260 sqm. Unfurnished.",https://example.com/property/983,2026-05-04T18:39:28.478701,sample,11947.838461538462,14.948987612046512,Cairo
Studio in 6th October,413435,55,0,1,Studio,Semi-furnished,6th October,"Beautiful studio in 6th October. 0 bedrooms, 1 bathrooms, 55 sqm. Semi-furnished.",https://example.com/property/984,2026-05-04T18:39:28.478704,sample,7517.0,12.932258005166917,6th October
Duplex in 6th October,2010143,121,4,3,Duplex,Unfurnished,6th October,"Beautiful duplex in 6th October. 4 bedrooms, 3 bathrooms, 121 sqm. Unfurnished.",https://example.com/property/985,2026-05-04T18:39:28.478708,sample,16612.752066115703,14.513716919260153,6th October
Duplex in New Cairo,4192633,197,4,2,Duplex,Unfurnished,New Cairo,"Beautiful duplex in New Cairo. 4 bedrooms, 2 bathrooms, 197 sqm. Unfurnished.",https://example.com/property/986,2026-05-04T18:39:28.478712,sample,21282.401015228428,15.248839734005346,Cairo
Apartment in Sheikh Zayed,2680701,170,1,2,Apartment,Furnished,Sheikh Zayed,"Beautiful apartment in Sheikh Zayed. 1 bedrooms, 2 bathrooms, 170 sqm. Furnished.",https://example.com/property/987,2026-05-04T18:39:28.478716,sample,15768.829411764706,14.801589258485176,Sheikh Zayed
Apartment in Alexandria,2164119,92,4,4,Apartment,Unfurnished,Alexandria,"Beautiful apartment in Alexandria. 4 bedrooms, 4 bathrooms, 92 sqm. Unfurnished.",https://example.com/property/988,2026-05-04T18:39:28.478720,sample,23523.032608695652,14.587524370276121,Alexandria
Duplex in New Cairo,3559062,228,4,2,Duplex,Semi-furnished,New Cairo,"Beautiful duplex in New Cairo. 4 bedrooms, 2 bathrooms, 228 sqm. Semi-furnished.",https://example.com/property/989,2026-05-04T18:39:28.478724,sample,15609.921052631578,15.085007865937232,Cairo
Apartment in Alexandria,1647921,181,2,1,Apartment,Semi-furnished,Alexandria,"Beautiful apartment in Alexandria. 2 bedrooms, 1 bathrooms, 181 sqm. Semi-furnished.",https://example.com/property/990,2026-05-04T18:39:28.478728,sample,9104.53591160221,14.315025658234362,Alexandria
Townhouse in Sheikh Zayed,2493996,207,4,4,Townhouse,Unfurnished,Sheikh Zayed,"Beautiful townhouse in Sheikh Zayed. 4 bedrooms, 4 bathrooms, 207 sqm. Unfurnished.",https://example.com/property/991,2026-05-04T18:39:28.478731,sample,12048.289855072464,14.729397202334466,Sheikh Zayed
Townhouse in New Cairo,4988747,210,5,5,Townhouse,Furnished,New Cairo,"Beautiful townhouse in New Cairo. 5 bedrooms, 5 bathrooms, 210 sqm. Furnished.",https://example.com/property/992,2026-05-04T18:39:28.478734,sample,23755.938095238096,15.42269553444297,Cairo
Studio in New Cairo,492589,37,0,1,Studio,Semi-furnished,New Cairo,"Beautiful studio in New Cairo. 0 bedrooms, 1 bathrooms, 37 sqm. Semi-furnished.",https://example.com/property/993,2026-05-04T18:39:28.478737,sample,13313.216216216217,13.107432464015908,Cairo
Villa in 6th October,3862056,171,3,3,Villa,Furnished,6th October,"Beautiful villa in 6th October. 3 bedrooms, 3 bathrooms, 171 sqm. Furnished.",https://example.com/property/994,2026-05-04T18:39:28.478740,sample,22585.122807017542,15.16671050105381,6th October
Apartment in Giza,1582788,93,2,3,Apartment,Furnished,Giza,"Beautiful apartment in Giza. 2 bedrooms, 3 bathrooms, 93 sqm. Furnished.",https://example.com/property/995,2026-05-04T18:39:28.478744,sample,17019.225806451614,14.27469903875988,Giza
Duplex in Sheikh Zayed,3662322,220,2,1,Duplex,Furnished,Sheikh Zayed,"Beautiful duplex in Sheikh Zayed. 2 bedrooms, 1 bathrooms, 220 sqm. Furnished.",https://example.com/property/996,2026-05-04T18:39:28.478749,sample,16646.918181818182,15.113608203494591,Sheikh Zayed
Townhouse in Giza,4221875,288,5,4,Townhouse,Furnished,Giza,"Beautiful townhouse in Giza. 5 bedrooms, 4 bathrooms, 288 sqm. Furnished.",https://example.com/property/997,2026-05-04T18:39:28.478752,sample,14659.288194444445,15.255790136992257,Giza
Townhouse in Cairo,3538725,260,4,2,Townhouse,Furnished,Cairo,"Beautiful townhouse in Cairo. 4 bedrooms, 2 bathrooms, 260 sqm. Furnished.",https://example.com/property/998,2026-05-04T18:39:28.478755,sample,13610.48076923077,15.079277333329438,Cairo
